contig	unamb_read_count_gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	unamb_read_count_gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	unamb_read_count_gi|15829254|ref|NC_002695.1|Escherichia_coli_O157:H7_str.Sakai_chromosome+plasmids,complete_genome	unamb_read_count_gi|91209055|ref|NC_007946.1|Escherichia_coli_UTI89_chromosome+plasmid,complete_genome	unamb_read_count_gi|215485161|ref|NC_011601.1|Escherichia_coli_O127:H6_str.E2348/69_chromosome+plasmids,complete_genome	unamb_read_count_gi|29611500|ref|NC_004703.1|_Bacteroides_thetaiotaomicron_VPI-5482_plasmid_p5482,_complete_sequence	unamb_read_count_gi|150002608|ref|NC_009614.1|_Bacteroides_vulgatus_ATCC_8482_chromosome,_complete_genome	unamb_read_count_gi|324959701|ref|NC_015166.1|_Bacteroides_salanitronis_DSM_18170_plasmid_pBACSA03,_complete_sequence	unamb_read_count_gi|375356399|ref|NC_016776.1|_Bacteroides_fragilis_638R,_complete_genome	unamb_read_count_gi|238922432|ref|NC_012781.1|_Eubacterium_rectale_ATCC_33656,_complete_genome	unamb_read_count_gi|312132275|ref|NC_014656.1|_Bifidobacterium_longum_subsp._longum_BBMN68_chromosome,_complete_genome	unamb_read_count_gi|347530298|ref|NC_015977.1|_Roseburia_hominis_A2-183_chromosome,_complete_genome	unamb_read_count_gi|319899888|ref|NC_014933.1|_Bacteroides_helcogenes_P_36-108_chromosome,_complete_genome	unamb_read_count_gi|116334879|ref|NC_008499.1|_Lactobacillus_brevis_ATCC_367_plasmid_2,_complete_sequence	unamb_read_count_gi|187734516|ref|NC_010655.1|_Akkermansia_muciniphila_ATCC_BAA-835_chromosome,_complete_genome	unamb_read_count_gi|410023236|ref|NC_018937.1|_Helicobacter_pylori_Rif1_chromosome,_complete_genome	unamb_read_count_gi|397698507|ref|NC_018223.1|_Enterococcus_faecalis_D32_plasmid_EFD32pB,_complete_sequence	unamb_read_count_gi|317054731|ref|NC_014833.1|_Ruminococcus_albus_7_chromosome,_complete_genome	unamb_read_count_gi|383843669|ref|NC_017179.1|_Clostridium_difficile_BI1,_complete_genome	unamb_read_count_gi|479208076|ref|NC_021042.1|_Faecalibacterium_prausnitzii_L2-6,_complete_genome	amb_read_count_gi|556503834|ref|NC_000913.3|Escherichia_coli_str._K-12_substr._MG1655,complete_genome	amb_read_count_gi|407479587|ref|NC_018658.1|Escherichia_coli_O104:H4_str._2011C-3493_chromosome+plasmids,complete_genome	amb_read_count_gi|15829254|ref|NC_002695.1|Escherichia_coli_O157:H7_str.Sakai_chromosome+plasmids,complete_genome	amb_read_count_gi|91209055|ref|NC_007946.1|Escherichia_coli_UTI89_chromosome+plasmid,complete_genome	amb_read_count_gi|215485161|ref|NC_011601.1|Escherichia_coli_O127:H6_str.E2348/69_chromosome+plasmids,complete_genome	amb_read_count_gi|29611500|ref|NC_004703.1|_Bacteroides_thetaiotaomicron_VPI-5482_plasmid_p5482,_complete_sequence	amb_read_count_gi|150002608|ref|NC_009614.1|_Bacteroides_vulgatus_ATCC_8482_chromosome,_complete_genome	amb_read_count_gi|324959701|ref|NC_015166.1|_Bacteroides_salanitronis_DSM_18170_plasmid_pBACSA03,_complete_sequence	amb_read_count_gi|375356399|ref|NC_016776.1|_Bacteroides_fragilis_638R,_complete_genome	amb_read_count_gi|238922432|ref|NC_012781.1|_Eubacterium_rectale_ATCC_33656,_complete_genome	amb_read_count_gi|312132275|ref|NC_014656.1|_Bifidobacterium_longum_subsp._longum_BBMN68_chromosome,_complete_genome	amb_read_count_gi|347530298|ref|NC_015977.1|_Roseburia_hominis_A2-183_chromosome,_complete_genome	amb_read_count_gi|319899888|ref|NC_014933.1|_Bacteroides_helcogenes_P_36-108_chromosome,_complete_genome	amb_read_count_gi|116334879|ref|NC_008499.1|_Lactobacillus_brevis_ATCC_367_plasmid_2,_complete_sequence	amb_read_count_gi|187734516|ref|NC_010655.1|_Akkermansia_muciniphila_ATCC_BAA-835_chromosome,_complete_genome	amb_read_count_gi|410023236|ref|NC_018937.1|_Helicobacter_pylori_Rif1_chromosome,_complete_genome	amb_read_count_gi|397698507|ref|NC_018223.1|_Enterococcus_faecalis_D32_plasmid_EFD32pB,_complete_sequence	amb_read_count_gi|317054731|ref|NC_014833.1|_Ruminococcus_albus_7_chromosome,_complete_genome	amb_read_count_gi|383843669|ref|NC_017179.1|_Clostridium_difficile_BI1,_complete_genome	amb_read_count_gi|479208076|ref|NC_021042.1|_Faecalibacterium_prausnitzii_L2-6,_complete_genome
contig-1000058.5	0	0	0	0	0	0	0	0	0	0	0	0	283719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0
contig-1000058.4	0	0	0	0	0	0	0	0	0	0	0	0	285295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1000058.3	0	0	0	0	0	0	0	0	0	0	0	0	282835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1494	0	0	0	0	0	0	0
contig-1000058.2	0	0	0	0	0	0	0	0	0	0	0	0	264532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19802	0	0	0	0	0	0	0
contig-1000058.1	0	0	0	0	0	0	0	0	0	0	0	0	285106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1000058.0	0	0	0	0	0	0	0	0	0	0	0	0	280857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1987	5	134	71	66	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8213	2937	4529	10303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1886.1	0	0	0	0	0	0	0	0	0	25056	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5357	0	5	0	0	0	0	0	0	0	0
contig-1886.0	0	0	0	0	0	0	0	0	0	17770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1280	0	0	0	0	0	0	0	0	0	0
contig-181.8	0	0	0	0	0	0	0	0	0	0	0	448985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	632	0	0	0	0	0	0	0	0
contig-181.1	0	0	0	0	0	0	0	0	0	0	0	190356	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	93	0	86111	0	0	0	0	0	0	0	0
contig-181.0	0	0	0	0	0	0	0	0	0	0	0	207583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72663	0	0	0	0	0	0	0	34
contig-181.3	0	0	0	0	0	0	0	0	0	0	0	278075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
contig-181.2	0	0	0	0	0	0	0	0	0	0	0	276655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-181.5	0	0	0	0	0	0	0	0	0	0	0	274426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3447	0	0	0	0	0	0	0	0
contig-181.4	0	0	0	0	0	0	0	0	0	0	0	259982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18235	0	0	0	0	0	0	0	0
contig-181.7	0	0	0	0	0	0	0	0	0	0	0	278349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0
contig-181.6	0	0	0	0	0	0	0	0	0	0	0	264404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13886	0	0	0	0	0	0	0	0
contig-1034.4	0	0	0	0	0	63	0	0	0	0	0	0	281340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2423	0	0	0	0	0	0	0
contig-1034.5	0	0	0	0	0	15	0	0	0	0	0	0	284443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	564	0	0	0	0	0	0	0
contig-1034.6	0	0	0	0	0	154	0	0	562	0	0	0	341404	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	376	0	0	0	48902	0	0	0	0	0	0	0
contig-1034.0	0	0	0	0	0	0	0	0	0	0	0	0	271200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9975	0	0	0	0	0	0	0
contig-1034.1	0	0	0	0	0	0	0	0	0	0	0	0	284043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	383	0	0	0	0	0	0	0
contig-1034.2	0	0	0	0	0	0	0	0	0	0	0	0	283515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0
contig-1034.3	0	0	0	0	0	137	0	0	0	0	0	0	282188	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	2652	0	0	0	0	0	0	0
contig-1981	39448	10216	4058	4043	4309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36415	9093	2601	1539	1451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1023	49488	12501	4233	4631	6361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49871	9412	3664	3822	5721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4778	0	0	0	0
contig-1021	0	0	0	0	0	0	0	0	0	0	0	0	0	185759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4679	0	0	0	0	0	0
contig-1020	0	13	24	0	2158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	32	297	0	9018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1027	23883	6094	2289	2198	3106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25962	3609	1204	1398	3103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1026	0	0	0	0	0	0	0	0	0	15064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1656	0	0	0	0	0	0	0	0	0	0
contig-1757	9	0	1	34015	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1198	264	97	9534	2156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1024	236591	58200	21014	22053	31513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9012	2846	754	848	1153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1759	57615	14558	5081	5347	7492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11209	2704	971	1023	1472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1758	16592	3937	1445	1557	2046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11798	3139	1102	1175	1505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1028	21897	5575	2007	2126	3014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12933	3016	1139	1210	1678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1982	57928	14430	5072	5498	7511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53966	13255	4701	4789	6618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1000479	19	5	0	4398	2580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20794	4794	2153	10531	6232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1000478	26873	6591	2876	1899	3172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117064	28941	9468	3405	5224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-982	352001	87415	30852	32970	45257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50929	15437	4259	5167	6639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-983	0	0	36001	0	154138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3882	0	9206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-984	57592	13926	4953	4920	7460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-986	346719	82906	30223	32545	45495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9242	2084	816	789	1270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-988	966403	575	4	296	1367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142107	15197	143	5684	7425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1000470	21940	5418	2007	2080	2760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10389	2564	902	922	1318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1000473	7502	5	887	863	1414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71205	2746	4942	3740	6318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1000472	49640	10523	4285	4587	6535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5481	1716	480	505	764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1000475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17393	0	0	0
contig-1000474	157	26	8	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84061	19752	5832	61	874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1000477	33625	8237	2990	3079	4229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34004	8436	3032	3040	4436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1000476	2	33285	0	10232	12975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1710	26967	0	3895	5044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1001857	259	458	256	848	1177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3371	1477	373	595	791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-3001388	27325	6748	2350	2543	3520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	670	187	48	58	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-2007.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1445	0	0
contig-1552.47	0	0	0	0	0	0	0	0	137610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5236	0	0	0	0	0	0	0	0	0	0	0
contig-3001800	50597	11836	4565	4628	6498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-3001803	64	11479	275	168	2887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	132038	1358	1920	7590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-3001802	8	6	18	1692	2270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	543	2100	1387	7635	9104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-5001971	5	1	18	182	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1	1854	3434	5710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-2001756.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-2001756.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-2001756.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19519	0	0	0
contig-1752.4	0	0	0	0	0	0	0	0	0	0	0	278823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
contig-2001756.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-2001756.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1001078	0	0	0	0	0	0	0	0	0	1729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3384	0	0	0	0	0	0	0	0	0	0
contig-1001079	52262	12974	4442	4342	5862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1001076	33550	8243	2847	3059	4449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24804	6166	2199	2230	3113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1001077	111521	28376	9602	9860	13743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3022	805	277	294	389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1001072	55933	13422	4457	5229	7014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73604	24834	8174	3603	5462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1001073	31016	7730	2730	3026	4267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42730	59118	7097	12334	20273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-2001756.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1001071	114042	28155	9829	10072	14170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5042	1210	438	476	662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1000299	14	180	4	35	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1894	238	7761	2438	3622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1000298	0	0	0	10	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	909	1343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1820.8	0	0	0	0	0	40143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	342	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1000295	139532	34782	12177	13082	18479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9954	2459	917	977	1345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1000297	102035	25984	9059	8712	13092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51062	12206	1389	1077	1371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1000296	0	5	2	475	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	437	1785	3295	4191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1000291	60964	13459	5338	5546	7888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1000290	363	849	5	123	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72264	16268	929	4738	7752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1000293	10241	2612	716	953	1379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-6001083	104049	25159	9097	9682	13908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30828	7377	2842	2612	3825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-4001939	67584	10780	1372	3179	4341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124777	24200	836	4598	6464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1831.2	0	0	0	0	0	0	0	0	0	0	0	0	0	143160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-4001688	117817	29424	9893	10233	14808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8560	2127	709	796	1084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-6001343	11002	2353	692	0	828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66920	16612	5353	1	3807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-6001341	1662	4867	134	41	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2363	24611	314	41	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1000321.27	0	0	0	0	0	0	0	0	0	0	0	277927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1000321.26	0	0	0	0	0	0	0	0	0	0	0	279266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1000321.25	0	0	0	0	0	0	0	0	0	0	0	265571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12597	0	0	0	0	0	0	0	0
contig-1000321.24	0	0	0	0	0	0	0	0	0	0	0	276924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0
contig-1000321.23	0	0	0	0	0	0	0	0	0	0	0	277331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1000321.22	0	0	0	0	0	0	0	0	0	0	0	277945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1000321.21	0	0	0	0	0	0	0	0	0	0	0	279395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1000321.20	0	0	0	0	0	0	0	0	0	0	0	278097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1000321.29	0	0	0	0	0	0	0	0	0	0	0	269885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9649	0	0	0	0	0	0	0	0
contig-1000321.28	0	0	0	0	0	0	0	0	0	0	0	276806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	525	0	0	0	0	0	0	0	0
contig-1001326	5	186	110	2777	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7552	4366	1418	28724	925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1000448.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57210
contig-1000448.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57777
contig-1752.9	0	0	0	0	0	0	0	0	0	0	0	278141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1001327	2854	2359	950	2936	1555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1111	3778	1078	7253	5174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1000448.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57448
contig-1000448.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57574
contig-1000448.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57146
contig-1000448.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57316
contig-1000448.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58277
contig-1000448.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57304
contig-1000448.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57418
contig-1000448.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57564
contig-1001325	44	1558	669	1843	2322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	2968	834	12234	15429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-3000099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-7001965.2	0	0	0	0	0	0	0	0	0	0	0	0	0	263566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32116	0	0	0	0	0	0
contig-7001965.1	0	0	0	0	0	0	0	0	0	0	0	0	0	140293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1797	0	0	0	0	0	0
contig-1001323	3726	94	345	294	3562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1272	1512	192	290	3288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-6001348	0	79085	27789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4788	1601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1001320	32680	7929	2841	2889	4101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1752.3	0	0	0	0	0	0	0	0	0	0	0	266013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13951	0	0	0	0	0	0	0	0
contig-1001321	81526	21873	7150	7522	10255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8867	2716	810	1027	1461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-2001442.20	0	0	0	0	0	0	60665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5071	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-2031.22	0	0	0	0	0	0	35465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-3000869	9583	3615	11	273	388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56539	38371	1165	669	911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-5000151	5	51	676	342	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5914	6076	1990	4399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-3000867	39651	11156	3409	5331	5980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32989	8479	2627	6858	9982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig-1960.29	0	0	0	0	0	0	0	0	0	0	0	0	270739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14553	0	0	0	0	0	0	0
